aardvark,0.315
abalone,0.075
abandon,-0.54
abandonment,-0.5925
abbey,0.2125
abdomen,0.1075
abdominal,-0.13
abduct,-0.645
abduction,-0.7375
abide,0.13
abiding,0.1425
ability,0.5
abject,-0.25
ablaze,0.0375
able,0.41
abnormal,-0.3675
abnormality,-0.4875
abode,0.07
abolish,-0.29
abominable,-0.2375
abomination,-0.625
abort,-0.475
abortion,-0.605
abracadabra,0.0275
abrasive,-0.185
abreast,-0.095
abrupt,-0.43
abscess,-0.5525
absence,-0.285
absent,-0.225
absinthe,-0.3675
absolute,0.1075
absolution,0.395
absolve,-0.105
absorb,0.125
abstain,-0.15
abstinence,-0.3925
abstract,0.0625
absurd,-0.1375
absurdity,-0.235
abundance,0.4175
abundant,0.6375
abuse,-0.8675
abusive,-0.7375
abysmal,-0.3875
abyss,-0.275
academic,0.4025
academy,0.08
accelerant,-0.1025
accelerate,0.275
accelerated,0.3025
acceleration,0.2975
accelerator,0.1575
accent,0.37
accept,0.3475
acceptable,0.3975
acceptance,0.46
access,0.42
accessible,0.42
accessory,0.0875
accident,-0.6125
accidental,-0.385
acclaim,0.275
accommodate,0.3375
accommodation,0.44
accompany,0.1175
accomplice,-0.1
accomplish,0.6125
accomplishment,0.7625
accord,0.345
accordion,0.065
account,0.0975
accountability,-0.0275
accountable,0.175
accountant,0.0475
accounting,-0.145
accumulate,0.3325
accuracy,0.33
accurate,0.605
accursed,-0.4475
accusation,-0.405
accuse,-0.58
ace,0.3425
acetylene,-0.2225
ache,-0.4325
achieve,0.6875
achievement,0.57
achy,-0.4625
acid,-0.435
acknowledge,0.3575
acknowledgement,0.3825
acne,-0.705
acorn,0.2125
acoustic,0.525
acoustics,0.3325
acquaintance,0.145
acquire,0.125
acquisition,0
acquit,0.15
acquittal,0.2975
acre,0.1325
acreage,0.0625
acrobat,0.25
acrylic,0.13
act,0.16
action,0.25
action figure,0.295
activate,0.175
activation,0.285
active,0.3675
activist,0.31
activity,0.3025
actor,0.2875
actress,0.105
actual,0.305
actuality,0.1
acupuncture,-0.0475
acute,0.025
ad,-0.2225
adage,0.1375
adamant,0.1125
adapt,0.21
adaptation,0.205
add,0.3075
adder,-0.1375
addict,-0.535
addicted,-0.5275
addiction,-0.37
addictive,-0.37
additional,0.2875
address,0.2775
adept,0.285
adequate,-0.075
adhere,0.0425
adhesive,0.21
Adidas,0.1925
adjacent,0.0375
adjective,0.2375
adjoining,0.015
adjourn,0.125
adjust,0.19
adjuster,-0.1875
adjustment,0.1325
admin,-0.1575
administer,-0.15
administration,-0.1375
administrative,-0.0525
administrator,0.08
admirable,0.5
admiral,-0.05
admiralty,0.29
admiration,0.645
admire,0.5875
admired,0.5625
admirer,0.5125
admissible,0.04
admission,0.2275
admit,0.14
admittance,0.3225
ado,-0.045
adobe,0.0625
adolescence,0.25
adolescent,0.095
adopt,0.475
adoption,0.42
adoptive,0.1675
adorable,0.6
adoration,0.3675
adore,0.5925
adoring,0.595
adrenalin,0.3325
adrenaline,0.4025
adrift,-0.16
adult,0.225
adulterer,-0.5575
adultery,-0.5475
adulthood,0.0125
advance,0.2775
advanced,0.285
advancement,0.6175
advantage,0.4275
advantageous,0.4475
adventure,0.6
adventurer,0.5
adventurous,0.5925
adversary,-0.1125
adverse,-0.33
adversity,-0.185
advertise,0.04
advertisement,-0.175
advertising,-0.08
advice,0.195
advisable,0.155
advise,0.11
advisement,-0.1125
adviser,0.17
advisor,-0.065
advisory,-0.0125
advocate,0.0625
aerial,0.26
aerobics,0.25
aerodynamic,0.29
aerospace,0.1975
aesthetic,0.1075
affair,-0.475
affect,0.1625
affection,0.7225
affectionate,0.5575
affidavit,-0.155
affiliation,0.08
affinity,0.215
affirmation,0.2375
affirmative,0.235
affliction,-0.31
afford,0.39
affordable,0.63
affront,-0.1175
afire,0.2625
afloat,0.1425
aforementioned,0.0525
afraid,-0.6875
african,0.355
afterlife,0.1325
aftermath,-0.1775
afternoon,0.42
aftershave,0.1375
age,0.195
agency,0.035
agenda,0.0125
agent,0.0575
aggravate,-0.6125
aggravation,-0.63
aggression,-0.455
aggressive,-0.48
